id,name,fsa_code,area,main_type,cuisine_group,price_level,rating,user_rating_count,menu_for_children,good_for_children,good_for_groups,accepts_non_cash,has_free_parking,has_paid_parking,open_24hrs,weekday_open_days,weekend_open_days,total_hrs,avg_daily_hrs,avg_weekday_hrs,avg_weekend_hrs
ChIJMwQ3knEkoFMRc0BbcYtRvtk,Tokyo Express,T6V,The Palisades /  WestCastle Downs,asian cuisine,japanese restaurant,inexpensive,4.3,444.0,False,True,True,True,True,False,False,5,2,85.0,12.142857142857142,12.1,12.25
ChIJbeDUs40koFMRYeLCSmxAJ5E,Subway,T5X,EastCastle Downs,fast or casual dining,fast food restaurant,inexpensive,3.6,204.0,True,True,False,True,True,False,False,5,2,99.0,14.142857142857142,14.2,14.0
ChIJf7OWyrgkoFMR6M8-TXLJc8Y,Bai Wei Edmonton Seafood Restaurant,T5X,EastCastle Downs,other cuisine,seafood restaurant,moderate,4.1,477.0,False,True,True,True,True,False,False,5,2,70.0,10.0,10.0,10.0
ChIJJd0PE3IkoFMRc5c_SwCj9Lk,Papa Johns Pizza,T5L,NorthWestmount /  WestCalder /  EastMistatim,western cuisine,italian restaurant,moderate,3.7,166.0,False,True,False,True,True,False,False,5,2,86.0,12.285714285714286,12.2,12.5
ChIJMYRwH7MhoFMRBQzehxhkeRk,Pizza Hut,T5R,CentralJasper Place / Buena Vista,western cuisine,italian restaurant,moderate,4.3,435.0,True,True,False,True,True,False,False,5,2,96.5,13.785714285714286,13.7,14.0
ChIJL2VtnFkgoFMRS5FmNJRpMMM,Edo Japan,T5T,West Jasper Place / West Edmonton Mall,fast or casual dining,fast food restaurant,inexpensive,3.0,92.0,False,True,True,True,True,False,False,5,2,74.0,10.571428571428571,11.0,9.5
ChIJrQYPjiAioFMRLdLvoFHXOqY,Mr.Sub,T6G,WestUniversity / Strathcona Place,generic restaurant,restaurant,inexpensive,2.3,13.0,False,False,False,True,True,False,False,5,0,20.0,4.0,4.0,0.0
ChIJF7nEoBQgoFMR4Y5vjta83_M,McDonald's,T5T,West Jasper Place / West Edmonton Mall,fast or casual dining,fast food restaurant,inexpensive,2.9,1707.0,True,True,True,True,True,False,True,5,2,168.0,24.0,24.0,24.0
ChIJyZd3LlMjoFMRASzPvz38uyc,Albert's,T5C,CentralLondonderry,fast or casual dining,breakfast restaurant,moderate,4.0,262.0,True,True,True,True,True,False,False,5,2,75.5,10.785714285714286,11.5,9.0
ChIJ2UqHCeQeoFMRM3n-wTuOU2c,Little Caesars Pizza,T6J,Kaskitayo / Aspen Gardens,western cuisine,italian restaurant,inexpensive,4.0,296.0,False,True,False,True,True,False,False,5,2,81.0,11.571428571428571,11.4,12.0
ChIJsR0ANQUioFMRNtvOf77Xfo0,DaDeO,T6E,SouthBonnie Doon /  EastUniversity,generic restaurant,restaurant,moderate,4.6,2210.0,False,False,True,True,False,True,False,3,2,49.0,9.8,9.833333333333334,9.75
ChIJzYzokjIioFMRV-IaRcwZW-k,McDonald's,T5K,SouthDowntown /  SouthDowntown Fringe)Alberta Provincial Government,fast or casual dining,fast food restaurant,inexpensive,3.3,2316.0,True,True,True,True,True,False,True,5,2,168.0,24.0,24.0,24.0
ChIJm11pPkwfoFMRd_TnXCjVrxM,Ricky's Breakfast Caf - Magrath,T6R,Riverbend,fast or casual dining,breakfast restaurant,moderate,4.1,121.0,True,True,True,True,True,False,False,5,2,93.0,13.285714285714286,13.2,13.5
ChIJu565f7L1n1MR59QjXu6wjCs,P.F. Chang's,T6W,Heritage Valley,generic restaurant,restaurant,expensive,4.4,3412.0,True,False,True,True,True,False,False,5,2,86.0,12.285714285714286,12.2,12.5
ChIJIVYRj7YfoFMR1xwVPcZcSP8,Subway,T6R,Riverbend,fast or casual dining,fast food restaurant,inexpensive,3.2,159.0,True,True,True,True,True,False,False,5,2,99.0,14.142857142857142,14.2,14.0
ChIJpTjBnGIjoFMRCMDbjPfcPv8,Tim Hortons,T5E,WestLondonderry /  EastCalder,beverage and bar,beverage shop,inexpensive,3.2,368.0,True,True,True,True,True,False,False,5,2,76.0,10.857142857142858,12.0,8.0
ChIJ77kEIv8ioFMR4m33pHaCIVM,Panini's Italian Cucina (Jasper Avenue),T5H,North and EastDowntown Fringe,western cuisine,italian restaurant,moderate,4.7,1979.0,False,True,True,True,True,False,False,5,2,84.0,12.0,12.0,12.0
ChIJiwW0yUsfoFMRklaJvl0qe9s,Lemongrass Cafe (51st ave),T6H,Southgate /  NorthRiverbend,asian cuisine,vietnamese restaurant,moderate,4.5,844.0,False,True,True,True,True,False,False,5,2,58.0,8.285714285714286,9.0,6.5
ChIJAyboB4AYoFMRFeCUC38S63I,Papa Johns Pizza,T6C,CentralBonnie Doon,western cuisine,italian restaurant,moderate,4.0,179.0,False,True,False,True,True,False,False,5,2,89.33333333333334,12.761904761904763,12.683333333333334,12.958333333333332
ChIJyy66wqckoFMR0jZiy9MC2Dw,Swiss Donair,T5E,WestLondonderry /  EastCalder,fast or casual dining,fast food restaurant,inexpensive,4.5,2619.0,True,True,True,True,True,False,False,5,2,79.5,11.357142857142858,11.6,10.75
ChIJyzgoNDwZoFMRmF5SF6UKy68,Phở Hoàn Pasteur (Millwoods),T6L,EastMill Woods,asian cuisine,vietnamese restaurant,inexpensive,4.4,1004.0,False,True,True,True,True,False,False,4,2,54.0,9.0,9.0,9.0
ChIJE92GoKcYoFMRqa0sDKrvycQ,Barb & Ernie's Old Country Inn,T6E,SouthBonnie Doon /  EastUniversity,fast or casual dining,breakfast restaurant,moderate,4.6,1990.0,True,True,True,True,True,False,False,4,2,40.0,6.666666666666667,7.0,6.0
ChIJUfj8LgIZoFMRK96mx8kICiU,Pizza Hut,T6L,EastMill Woods,western cuisine,italian restaurant,moderate,4.2,582.0,False,True,False,True,True,False,False,5,2,96.5,13.785714285714286,13.7,14.0
ChIJ24RGlkUioFMRzfhQBuFExTQ,Sorrentino's Downtown,T5J,NorthDowntown,western cuisine,italian restaurant,expensive,4.5,788.0,False,False,True,True,False,True,False,5,1,45.5,7.583333333333333,8.0,5.5
ChIJlzj319geoFMRfHvDicccfSY,Melting Pot,T6J,Kaskitayo / Aspen Gardens,generic restaurant,restaurant,very expensive,4.3,2129.0,False,True,True,True,True,False,False,5,2,38.5,5.5,5.1,6.5
ChIJUZgGyyejY0ERrP9inpkZUP8,Subway,T5T,West Jasper Place / West Edmonton Mall,fast or casual dining,fast food restaurant,inexpensive,3.2,285.0,True,True,False,True,True,False,False,5,2,108.0,15.428571428571429,16.0,14.0
ChIJIZC1gCY9oFMRi0NiFntiltE,KFC,T5W,CentralBeverly,fast or casual dining,fast food restaurant,inexpensive,2.9,617.0,True,True,False,True,True,False,False,5,2,87.5,12.5,12.5,12.5
ChIJ8T_FNlMhoFMR1bbNDYEqhIk,Subway,T5V,CentralMistatim,fast or casual dining,fast food restaurant,inexpensive,3.8,148.0,True,True,True,True,True,False,False,5,2,90.0,12.857142857142858,15.0,7.5
ChIJR9aNDBMgoFMRRjSSF8835dA,Panago Pizza,T5T,West Jasper Place / West Edmonton Mall,delivery or takeaway,meal takeaway,moderate,4.3,176.0,False,False,False,True,True,False,False,5,2,93.0,13.285714285714286,13.2,13.5
ChIJ9c0fkWQeoFMRZOZg90-KNEU,Chan Can Wok,T6W,Heritage Valley,asian cuisine,asian restaurant,moderate,4.3,427.0,False,False,False,True,True,False,False,5,2,61.0,8.714285714285714,9.0,8.0
ChIJvVzzOAIZoFMROKJJdhGvk4A,Mary Brown's Chicken,T6L,EastMill Woods,fast or casual dining,fast food restaurant,moderate,4.1,746.0,True,True,True,True,True,False,False,5,2,77.0,11.0,11.0,11.0
ChIJT0QwekofoFMRrAH24qz74Ug,Boston Pizza,T6H,Southgate /  NorthRiverbend,western cuisine,italian restaurant,moderate,4.1,1357.0,True,True,True,True,True,False,False,5,2,93.0,13.285714285714286,13.2,13.5
ChIJpeUG3bcZoFMREHTJB2dd770,Wok Box - Meadows,T6T,The Meadows,asian cuisine,asian restaurant,moderate,4.0,305.0,True,True,False,True,True,False,False,5,2,80.5,11.5,11.5,11.5
ChIJIdup7HAYoFMRS_JHUFvptOg,Newcastle Kitchen + Bar,T6B,SECapilano /  WestSoutheast Industrial /  EastBonnie Doon,beverage and bar,bar,moderate,4.2,1036.0,True,True,True,True,True,False,False,5,2,119.0,17.0,17.0,17.0
ChIJ48b8mVofoFMROc54FRtdvUM,Subway,T6H,Southgate /  NorthRiverbend,fast or casual dining,fast food restaurant,inexpensive,4.2,146.0,True,True,False,True,True,False,False,5,2,95.0,13.571428571428571,14.0,12.5
ChIJ0b0vOxkioFMR1lbm2iwHIPw,Sugarbowl,T6G,WestUniversity / Strathcona Place,generic restaurant,restaurant,moderate,4.5,2886.0,False,False,True,True,True,True,False,5,2,89.5,12.785714285714286,12.7,13.0
ChIJrSOrNcgZoFMRQxaf-eTEc7s,Subway,T6T,The Meadows,fast or casual dining,fast food restaurant,inexpensive,3.2,416.0,True,True,True,True,True,False,False,5,2,115.0,16.428571428571427,17.0,15.0
ChIJ_VLIpUgioFMRek3I8mSM76E,New York Fries Edmonton City Centre,T5J,NorthDowntown,generic restaurant,restaurant,inexpensive,4.2,206.0,False,True,True,True,False,False,False,5,1,45.0,7.5,8.0,5.0
ChIJp0IGRlEfoFMRWeQSPI08ZRs,McDonald's,T6H,Southgate /  NorthRiverbend,fast or casual dining,fast food restaurant,inexpensive,3.3,1532.0,True,True,True,True,True,False,True,5,2,168.0,24.0,24.0,24.0
ChIJjaS_voYioFMRNXJbEx_qjpw,Pizza Hut,T6C,CentralBonnie Doon,western cuisine,italian restaurant,moderate,3.7,333.0,False,True,True,True,True,False,False,5,2,96.5,13.785714285714286,13.7,14.0
ChIJQ0f319geoFMRFRAq_vEe7x0,Cora Breakfast and Lunch,T6J,Kaskitayo / Aspen Gardens,fast or casual dining,breakfast restaurant,moderate,4.3,1900.0,True,True,True,True,True,False,False,5,2,62.0,8.857142857142858,9.0,8.5
ChIJRWnsNgIcoFMRlpERuUUZnbI,Millcreek Pizza - Summerside Plaza,T6X,Ellerslie,western cuisine,italian restaurant,inexpensive,4.1,456.0,False,True,True,True,True,False,False,5,2,63.0,9.0,8.0,11.5
ChIJLeWoWOg9oFMRSf4n3g9OC7k,Mama Donair & Pizza,T5W,CentralBeverly,generic restaurant,restaurant,inexpensive,4.4,60.0,False,False,False,True,True,False,False,5,2,53.5,7.642857142857143,8.0,6.75
ChIJERKdFDQioFMRomj0gHmfR-o,Panago Pizza,T5K,SouthDowntown /  SouthDowntown Fringe)Alberta Provincial Government,delivery or takeaway,meal delivery,moderate,4.1,156.0,False,False,False,True,True,False,False,5,2,100.0,14.285714285714286,14.2,14.5
ChIJ_bZqo60ZoFMRyfM7fErr3XQ,Millcreek Pizza - Meadows 34th Street 43 Ave,T6T,The Meadows,western cuisine,italian restaurant,moderate,4.0,511.0,False,True,True,True,True,False,False,5,2,63.0,9.0,8.0,11.5
ChIJR9aNDBMgoFMRA0yYSYQdQAM,KFC,T5T,West Jasper Place / West Edmonton Mall,fast or casual dining,fast food restaurant,inexpensive,2.5,316.0,True,True,True,True,True,False,False,5,2,87.5,12.5,12.5,12.5
ChIJzfcPsuIgoFMRObz4yE1ueD0,Carl's Jr.,T5S,WestNorthwest Industrial / Winterburn,fast or casual dining,fast food restaurant,moderate,4.1,1783.0,True,True,True,True,True,False,False,5,2,112.0,16.0,16.0,16.0
ChIJfzSrCEAZoFMReBXDabeV0AE,Papa Johns Pizza,T6L,EastMill Woods,western cuisine,italian restaurant,inexpensive,3.6,208.0,False,True,True,True,True,False,False,5,2,100.0,14.285714285714286,14.2,14.5
ChIJkW22h8AeoFMR0iDA5YaHy8M,Famoso Italian Pizzeria - South Edmonton Common,T6N,South Industrial,western cuisine,italian restaurant,moderate,4.1,1037.0,True,True,True,True,True,False,False,5,2,79.0,11.285714285714286,11.2,11.5
ChIJe6MYF3kioFMRNUfe45yWFjY,A&W Canada,T6C,CentralBonnie Doon,western cuisine,american restaurant,inexpensive,4.1,260.0,True,True,True,True,True,False,False,5,2,69.0,9.857142857142858,10.8,7.5
ChIJF1yAEEcfoFMRfun3xwpqIZc,Subway,T6H,Southgate /  NorthRiverbend,fast or casual dining,fast food restaurant,inexpensive,3.4,184.0,True,True,True,True,True,False,False,5,2,85.0,12.142857142857142,13.0,10.0
ChIJ95tGQ60YoFMRTXkus3jafSQ,Tropika Malaysian Cuisine,T6H,Southgate /  NorthRiverbend,asian cuisine,thai restaurant,moderate,4.2,911.0,False,True,True,True,True,False,False,4,2,57.0,9.5,9.5,9.5
ChIJxwr8PBkioFMRyyBwoxNFEn4,Highlevel Diner,T6G,WestUniversity / Strathcona Place,generic restaurant,restaurant,moderate,4.4,1915.0,True,True,True,True,True,False,False,4,2,78.0,13.0,13.0,13.0
ChIJFanC1L88oFMRnKDWr4nLR7M,Subway,T5Y,Horse Hill /  EastLake District,fast or casual dining,fast food restaurant,inexpensive,3.9,191.0,True,True,False,True,True,False,False,5,2,99.0,14.142857142857142,14.2,14.0
ChIJDb3cXUYfoFMRijPzdSMy5yo,Remedy Cafe,T6H,Southgate /  NorthRiverbend,beverage and bar,beverage shop,inexpensive,4.1,242.0,False,False,False,True,True,False,False,5,2,71.0,10.142857142857142,11.0,8.0
ChIJmcoX-KwYoFMR716DW8PkUzI,New Asian Express Hotpot,T6H,Southgate /  NorthRiverbend,generic restaurant,restaurant,moderate,4.3,985.0,False,True,True,True,True,False,False,5,2,60.0,8.571428571428571,7.4,11.5
ChIJz-qmeaAZoFMRHZ5CwX4RO0A,Tim Hortons,T6T,The Meadows,beverage and bar,beverage shop,inexpensive,3.4,619.0,True,True,False,True,True,False,False,5,2,126.0,18.0,18.0,18.0
ChIJb83cWJgeoFMR3DdDhqdO_p4,Town Square Brewing Co.,T6X,Ellerslie,beverage and bar,bar,moderate,4.7,703.0,False,True,False,True,True,False,False,3,2,52.0,10.4,7.166666666666667,15.25
ChIJD07stO8goFMRYZP22KNA7KY,Homefire Grill,T5S,WestNorthwest Industrial / Winterburn,generic restaurant,restaurant,moderate,4.5,1663.0,True,False,True,True,True,False,False,5,2,72.0,10.285714285714286,10.2,10.5
ChIJr23_HhUZoFMRxuD2Wi2jyH8,Denny's Restaurant,T6L,EastMill Woods,generic restaurant,restaurant,moderate,4.7,9330.0,True,True,True,True,True,False,True,5,2,168.0,24.0,24.0,24.0
ChIJJwcJPzkjoFMRM6m76_25Yjo,Chef Sonny,T5B,East North Central  /  WestBeverly,asian cuisine,asian restaurant,moderate,4.4,27.0,False,False,False,True,True,False,False,5,0,30.0,6.0,6.0,0.0
ChIJgXKjynskoFMRXYlG44B2p1w,Boston Pizza,T5X,EastCastle Downs,western cuisine,italian restaurant,moderate,4.0,937.0,True,True,True,True,True,False,False,5,2,93.0,13.285714285714286,13.2,13.5
ChIJn4l0y7cYoFMRgpRQj4-FvnE,Pagolac Restaurant,T6B,SECapilano /  WestSoutheast Industrial /  EastBonnie Doon,asian cuisine,vietnamese restaurant,moderate,4.4,892.0,False,False,True,True,True,False,False,4,2,42.0,7.0,8.125,4.75
ChIJ_dun3lg9oFMRcwfZeRwoKC8,Galen on 118th Filipino Bakeshop,T5W,CentralBeverly,beverage and bar,bakery and dessert,inexpensive,4.7,54.0,False,False,False,True,True,False,False,4,0,20.0,5.0,5.0,0.0
ChIJhUqEq2oZoFMR6z4XBu_8b_s,Tim Hortons,T6L,EastMill Woods,beverage and bar,beverage shop,inexpensive,3.6,1206.0,True,True,True,True,True,False,True,5,2,168.0,24.0,24.0,24.0
ChIJh3W-BsU8oFMRNgXvUOw2lag,Domino's Pizza,T5A,WestClareview /  EastLondonderry,delivery or takeaway,meal delivery,inexpensive,4.2,538.0,False,False,False,True,True,False,False,5,2,103.5,14.785714285714286,14.7,15.0
ChIJL4LkYd4joFMRul7pTb-8Ask,Boston Pizza,T5M,SouthWestmount / Groat Estate /  EastNorthwest Industrial,western cuisine,italian restaurant,moderate,4.0,1381.0,True,True,True,True,True,False,False,5,2,93.0,13.285714285714286,13.2,13.5
ChIJI8bxrhQgoFMRjMq1xrISVrc,Booster Juice,T5T,West Jasper Place / West Edmonton Mall,beverage and bar,beverage shop,moderate,3.9,143.0,False,False,True,True,True,False,False,5,2,86.0,12.285714285714286,13.0,10.5
ChIJnSEXYV4YoFMR3F11vwKNBXE,A&W Canada,T6B,SECapilano /  WestSoutheast Industrial /  EastBonnie Doon,western cuisine,american restaurant,inexpensive,4.3,1066.0,True,True,True,True,True,False,False,5,2,119.0,17.0,17.0,17.0
ChIJcxUXQIYYoFMR3rAMqWIqtDw,Wendy's,T6C,CentralBonnie Doon,fast or casual dining,fast food restaurant,inexpensive,3.7,1267.0,True,True,True,True,True,False,False,5,2,122.5,17.5,17.5,17.5
ChIJt9tFlCg9oFMRjnTmhSsmDeA,Jay Bee's Beverly,T5W,CentralBeverly,generic restaurant,restaurant,moderate,4.2,1123.0,True,True,True,True,True,False,False,5,2,84.0,12.0,12.0,12.0
ChIJFZhI2nEZoFMRep3vN5VDKP4,Red Swan Pizza - Edmonton Millwoods,T6L,EastMill Woods,western cuisine,italian restaurant,inexpensive,4.1,551.0,True,True,False,True,True,False,False,5,2,93.0,13.285714285714286,13.2,13.5
ChIJ_eH3OSIhoFMRuY8jRkGJUdU,Swiss Chalet,T5S,WestNorthwest Industrial / Winterburn,generic restaurant,restaurant,moderate,4.1,865.0,True,True,True,True,True,False,False,5,2,98.0,14.0,14.0,14.0
ChIJr7ibq2oZoFMRgLC-P63luDc,Tokyo Express (Millwoods),T6L,EastMill Woods,asian cuisine,japanese restaurant,moderate,4.2,695.0,True,True,True,True,True,False,False,5,2,87.5,12.5,12.5,12.5
ChIJuZB0FsckoFMR-jUiRbH_MO4,A&W Canada,T5X,EastCastle Downs,western cuisine,american restaurant,inexpensive,3.9,829.0,True,True,True,True,True,False,True,5,2,168.0,24.0,24.0,24.0
ChIJYzol01ofoFMRP3vJxCZHIG0,Oodle Noodle,T6R,Riverbend,asian cuisine,asian restaurant,moderate,3.9,176.0,True,True,False,True,True,False,False,5,2,73.0,10.428571428571429,10.6,10.0
ChIJaTxlT3okoFMRnTzr6B8wq_g,A&W Canada,T5L,NorthWestmount /  WestCalder /  EastMistatim,western cuisine,american restaurant,inexpensive,4.0,1227.0,True,True,True,True,True,False,False,5,2,126.0,18.0,18.0,18.0
ChIJwxKJz68YoFMRRV4ZOTOtQjs,Subway,T6E,SouthBonnie Doon /  EastUniversity,fast or casual dining,fast food restaurant,inexpensive,3.9,222.0,True,True,True,True,True,False,False,5,2,99.0,14.142857142857142,15.0,12.0
ChIJCyuUg3IkoFMRt7qJrew72uo,Burger King,T5L,NorthWestmount /  WestCalder /  EastMistatim,fast or casual dining,fast food restaurant,inexpensive,3.6,765.0,True,True,True,True,True,False,False,5,2,119.0,17.0,17.0,17.0
ChIJBYFmro0koFMRKMSiRifjGu8,Little Caesars Pizza,T5X,EastCastle Downs,western cuisine,italian restaurant,inexpensive,4.1,487.0,False,False,False,True,True,False,False,5,2,93.5,13.357142857142858,13.1,14.0
ChIJM87qB-08oFMRNQn8Vvd8Bak,Subway,T5A,WestClareview /  EastLondonderry,fast or casual dining,fast food restaurant,inexpensive,3.9,257.0,True,True,False,True,True,False,True,5,2,168.0,24.0,24.0,24.0
ChIJH5tVcnAioFMRLS3RBfyQgqA,Bulgogi House,T6C,CentralBonnie Doon,asian cuisine,korean restaurant,moderate,4.1,661.0,False,True,False,True,True,False,False,5,1,57.0,9.5,9.5,9.5
